,age,assists,club,goals,handle,id,matches,minutes,minutes_per_goal,p_name,position,transfer_fee_pounds,transfer_status
37,32,0,Arsenal FC,0,mathieu-flamini,17396,2,18,0,Mathieu Flamini,Defensive Midfield,£3.40m,out
38,34,41,Arsenal FC,42,mikel-arteta,7451,284,23.050,549,Mikel Arteta,Central Midfield,£1.70m,out
39,27,0,Tottenham Hotspur,0,moussa-sissoko,46001,6,327,0,Moussa Sissoko,Central Midfield,£11.05m,in
40,22,1,Tottenham Hotspur,1,vincent-janssen,207015,10,500,500,Vincent Janssen,Centre Forward,£5.10m,in
41,25,0,Tottenham Hotspur,1,victor-wanyama,77760,10,862,862,Victor Wanyama,Defensive Midfield,£12.75m,in
42,21,0,Tottenham Hotspur,0,georges-kevin-nkoudou,215679,3,12,0,Georges-Kevin N'Koudou,Left Wing,£5.95m,in
43,21,0,Tottenham Hotspur,0,pau-lopez,286415,0,,0,Pau López,Keeper,£1.28m,in
44,29,0,Tottenham Hotspur,0,federico-fazio,45314,10,756,0,Federico Fazio,Centre Back,£6.80m,in
45,25,0,Tottenham Hotspur,1,ryan-mason,61834,7,470,470,Ryan Mason,Central Midfield,£6.38m,out
46,27,2,Tottenham Hotspur,4,nacer-chadli,59631,7,610,153,Nacer Chadli,Left Wing,£11.05m,out
47,23,1,Tottenham Hotspur,0,alex-pritchard,200777,6,259,0,Alex Pritchard,Attacking Midfield,£2.55m,out
48,23,2,Tottenham Hotspur,1,deandre-yedlin,255916,8,398,398,DeAndre Yedlin,Right-Back,£2.55m,out
49,29,0,Tottenham Hotspur,0,federico-fazio,45314,10,756,0,Federico Fazio,Centre Back,£4.25m,out
50,21,2,Tottenham Hotspur,3,nabil-bentaleb,245537,9,736,245,Nabil Bentaleb,Central Midfield,£7.65m,out
51,23,1,Tottenham Hotspur,1,clinton-njie,241119,6,320,320,Clinton N'Jie,Centre Forward,£8.50m,out
52,22,0,Manchester City,0,john-stones,186590,10,817,0,John Stones,Centre Back,£23.80m,in
53,20,1,Manchester City,0,leroy-sane,192565,5,212,0,Leroy Sané,Right Wing,£25.50m,in
54,25,1,Manchester City,3,ilkay-gundogan,53622,6,447,149,Ilkay Gündogan,Central Midfield,£25.50m,in
55,29,1,Manchester City,3,nolito,70934,8,419,140,Nolito,Left Wing,£12.75m,in
56,33,2,Manchester City,6,claudio-bravo,40423,7,,630,Claudio Bravo,Keeper,£12.75m,in
57,19,0,Manchester City,0,marlos-moreno,345654,5,252,0,Marlos Moreno,Left Wing,£850k,in
58,24,4,Manchester City,12,geronimo-rulli,229604,10,,900,Gerónimo Rulli,Keeper,£6.80m,in
59,19,0,Manchester City,0,oleksandr-zinchenko,203853,3,68,0,Oleksandr Zinchenko,Attacking Midfield,£3.40m,in
60,22,0,Manchester City,0,pablo-mari,210178,1,90,0,Pablo Marí,Centre Back,£425k,in
61,25,2,Manchester City,1,aaron-mooy,123951,15,1.255,1.255,Aaron Mooy,Central Midfield,£638k,in
62,26,2,Manchester City,1,aaron-mooy,123951,15,1.255,1.255,Aaron Mooy,Central Midfield,£638k,in
63,20,3,Manchester City,1,patrick-roberts,225452,8,300,300,Patrick Roberts,Right Wing,£4.25m,in
64,21,0,Manchester City,0,jason-denayer,277114,3,194,0,Jason Denayer,Centre Back,£3.40m,in
65,28,0,Manchester City,0,wilfried-bony,81808,6,466,0,Wilfried Bony,Centre Forward,£17.00m,in
66,20,0,Manchester City,0,angus-gunn,201574,0,,0,Angus Gunn,Keeper,-,in
67,24,0,Manchester City,0,ruben-sobrino,85383,1,11,0,Rubén Sobrino,Centre Forward,£340k,in
68,19,2,Manchester City,7,enes-unal,251106,9,667,95,Enes Ünal,Centre Forward,£2.55m,in
69,30,4,Manchester City,10,edin-dzeko,28396,11,888,89,Edin Dzeko,Centre Forward,£12.75m,in
70,21,0,Manchester City,0,jason-denayer,277114,3,194,0,Jason Denayer,Centre Back,£3.40m,in
71,25,1,Manchester City,0,florian-lejeune,127108,9,764,0,Florian Lejeune,Centre Back,£680k,in
72,23,0,Manchester City,0,bruno-zuculini,115507,6,369,0,Bruno Zuculini,Central Midfield,£1.28m,in
73,30,4,Manchester City,10,edin-dzeko,28396,11,888,89,Edin Dzeko,Centre Forward,£12.75m,out
74,27,0,Manchester City,0,wilfried-bony,81808,6,466,0,Wilfried Bony,Centre Forward,£18.70m,out
75,25,1,Manchester City,0,florian-lejeune,127108,9,764,0,Florian Lejeune,Centre Back,£680k,out
76,35,0,Manchester City,0,martin-demichelis,2963,1,90,0,Martín Demichelis,Centre Back,£1.70m,out
77,21,0,Manchester City,0,jason-denayer,277114,3,194,0,Jason Denayer,Centre Back,£3.40m,out
78,25,2,Manchester City,1,aaron-mooy,123951,15,1.255,1.255,Aaron Mooy,Central Midfield,£638k,out
79,22,0,Manchester City,0,pablo-mari,210178,1,90,0,Pablo Marí,Centre Back,£425k,out
80,29,2,Manchester City,9,joe-hart,40204,8,,720,Joe Hart,Keeper,£14.45m,out
81,25,0,Manchester City,0,eliaquim-mangala,90681,6,540,0,Eliaquim Mangala,Centre Back,£19.55m,out
82,19,2,Manchester City,7,enes-unal,251106,9,667,95,Enes Ünal,Centre Forward,£2.55m,out
83,24,4,Manchester City,12,geronimo-rulli,229604,10,,900,Gerónimo Rulli,Keeper,£6.80m,out
84,23,0,Manchester City,0,bruno-zuculini,115507,6,369,0,Bruno Zuculini,Central Midfield,£1.28m,out
85,29,1,Manchester City,2,samir-nasri,18935,7,553,277,Samir Nasri,Left Wing,£12.75m,out
86,26,0,Manchester City,1,luke-brattan,114365,4,355,355,Luke Brattan,Defensive Midfield,£425k,out
87,24,0,Manchester City,0,ruben-sobrino,85383,1,11,0,Rubén Sobrino,Centre Forward,£340k,out
88,19,0,Manchester City,0,marlos-moreno,345654,5,252,0,Marlos Moreno,Left Wing,£850k,out
89,19,0,Manchester City,0,oleksandr-zinchenko,203853,3,68,0,Oleksandr Zinchenko,Attacking Midfield,£3.40m,out
90,38,33,Manchester City,147,richard-wright,3120,111,,9.740,Richard Wright,Keeper,£213k,out
91,23,0,Manchester United,1,paul-pogba,122153,9,810,810,Paul Pogba,Central Midfield,£59.50m,in
92,27,0,Manchester United,0,henrikh-mkhitaryan,55735,4,104,0,Henrikh Mkhitaryan,Attacking Midfield,£25.50m,in
93,22,0,Manchester United,0,eric-bailly,286384,9,772,0,Eric Bailly,Centre Back,£6.80m,in
94,34,0,Manchester United,4,zlatan-ibrahimovic,3455,10,900,225,Zlatan Ibrahimovic,Centre Forward,£12.75m,in
95,21,0,Manchester United,0,james-wilson,214104,4,223,0,James Wilson,Centre Forward,£1.70m,in
96,22,0,Manchester United,0,adnan-januzaj,177847,7,492,0,Adnan Januzaj,Right Wing,£5.95m,in
97,20,0,Manchester United,0,cameron-borthwick-jackson,258879,5,447,0,Cameron Borthwick-Jackson,Left-Back,£2.55m,in
98,21,0,Manchester United,0,paddy-mcnair,167268,7,193,0,Paddy McNair,Centre Back,£3.40m,out
99,22,0,Manchester United,0,tyler-blackett,134414,6,500,0,Tyler Blackett,Left-Back,£850k,out
100,23,0,Manchester United,0,will-keane,118535,4,256,0,Will Keane,Centre Forward,£1.28m,out
101,22,0,Manchester United,1,nick-powell,134424,12,627,627,Nick Powell,Secondary Striker,£1.28m,out
102,23,0,Manchester United,0,guillermo-varela,188862,2,97,0,Guillermo Varela,Right-Back,£638k,out
103,34,2,Manchester United,10,victor-valdes,7589,8,,720,Víctor Valdés,Keeper,£2.98m,out
104,19,0,Manchester United,0,cameron-borthwick-jackson,258879,5,447,0,Cameron Borthwick-Jackson,Left-Back,£2.55m,out
105,20,0,Manchester United,0,james-wilson,214104,4,223,0,James Wilson,Centre Forward,£1.70m,out
106,20,1,Manchester United,0,andreas-pereira,203394,9,714,0,Andreas Pereira,Attacking Midfield,£1.70m,out
107,21,0,Manchester United,0,adnan-januzaj,177847,7,492,0,Adnan Januzaj,Right Wing,£5.95m,out
108,22,0,Southampton FC,0,sofiane-boufal,232271,2,49,0,Sofiane Boufal,Attacking Midfield,£11.05m,in
109,20,0,Southampton FC,0,pierre-emile-hojbjerg,167799,9,484,0,Pierre-Emile Höjbjerg,Central Midfield,£5.10m,in
110,22,0,Southampton FC,3,nathan-redmond,129078,10,898,299,Nathan Redmond,Right Wing,£6.38m,in
111,26,2,Southampton FC,0,alex-mccarthy,95976,2,,180,Alex McCarthy,Keeper,£2.55m,in
112,27,0,Southampton FC,0,jeremy-pied,60583,1,11,0,Jérémy Pied,Right Midfield,£2.98m,in
113,21,1,Southampton FC,6,sam-gallagher,227183,14,989,165,Sam Gallagher,Centre Forward,£425k,in
114,35,0,Southampton FC,0,stuart-taylor,3190,0,,0,Stuart Taylor,Keeper,£213k,in
115,21,0,Southampton FC,0,sam-mcqueen,226968,4,360,0,Sam McQueen,Left Midfield,-,in
116,24,2,Southampton FC,4,sadio-mane,200512,9,808,202,Sadio Mané,Left Wing,£17.00m,out
117,30,7,Southampton FC,11,graziano-pelle,29594,30,2.171,197,Graziano Pellè,Centre Forward,£9.35m,out
118,25,0,Southampton FC,1,victor-wanyama,77760,10,862,862,Victor Wanyama,Defensive Midfield,£12.75m,out
119,23,0,Southampton FC,1,juanmi,126737,9,397,397,Juanmi,Centre Forward,£5.95m,out
120,25,1,Southampton FC,1,gaston-ramirez,123742,10,662,662,Gastón Ramírez,Attacking Midfield,£4.25m,out
121,24,1,Southampton FC,8,paulo-gazzaniga,195488,4,,360,Paulo Gazzaniga,Keeper,£850k,out
122,20,1,Southampton FC,6,sam-gallagher,227183,14,989,165,Sam Gallagher,Centre Forward,£425k,out
123,39,60,Southampton FC,260,kelvin-davis,13640,203,,18.180,Kelvin Davis,Keeper,£213k,out
124,26,0,West Ham United,0,andre-ayew,45403,2,65,0,André Ayew,Left Wing,£15.30m,in
125,23,0,West Ham United,2,manuel-lanzini,135853,8,522,261,Manuel Lanzini,Attacking Midfield,£7.65m,in
126,22,1,West Ham United,0,arthur-masuaku,181380,5,437,0,Arthur Masuaku,Left-Back,£5.95m,in
127,20,1,West Ham United,0,edimilson-fernandes,247555,5,389,0,Edimilson Fernandes,Attacking Midfield,£3.83m,in
128,25,0,West Ham United,0,simone-zaza,96828,7,430,0,Simone Zaza,Centre Forward,£12.75m,in
129,22,0,West Ham United,0,jonathan-calleri,284727,6,129,0,Jonathan Calleri,Centre Forward,£8.50m,in
130,24,1,West Ham United,0,gokhan-tore,82130,5,239,0,Gökhan Töre,Right Wing,£12.75m,in
131,26,0,West Ham United,0,sofiane-feghouli,57162,4,127,0,Sofiane Feghouli,Right Wing,£12.75m,in
132,33,0,West Ham United,0,alvaro-arbeloa,28260,2,173,0,Álvaro Arbeloa,Right-Back,£1.70m,in
133,20,0,West Ham United,0,ashley-fletcher,289846,6,151,0,Ashley Fletcher,Centre Forward,£213k,in
134,26,0,West Ham United,0,havard-nordtveit,42234,5,310,0,Havard Nordtveit,Defensive Midfield,£5.10m,in
135,20,0,West Ham United,0,reece-burke,264220,4,326,0,Reece Burke,Centre Back,£850k,in
136,22,0,West Ham United,0,stephen-hendrie,186269,4,242,0,Stephen Hendrie,Left-Back,£850k,in
137,27,0,West Ham United,1,james-tomkins,61592,7,503,503,James Tomkins,Centre Back,£5.10m,out
138,21,0,West Ham United,0,elliot-lee,229826,3,22,0,Elliot Lee,Centre Forward,-,out
139,23,0,West Ham United,0,doneil-henry,157907,4,132,0,Doneil Henry,Centre Back,£425k,out
140,21,0,West Ham United,0,stephen-hendrie,186269,4,242,0,Stephen Hendrie,Left-Back,£850k,out
141,19,0,West Ham United,0,reece-burke,264220,4,326,0,Reece Burke,Centre Back,£850k,out
142,26,0,West Ham United,0,enner-valencia,139503,6,246,0,Enner Valencia,Centre Forward,£8.50m,out
143,20,2,West Ham United,1,josh-cullen,242606,13,1.150,1.150,Josh Cullen,Central Midfield,£213k,out
144,30,6,West Ham United,3,joey-obrien,34672,111,8.204,2.735,Joey O'Brien,Right-Back,£1.28m,out
145,21,0,West Ham United,0,diego-poyet,183286,46,3.823,0,Diego Poyet,Central Midfield,£638k,out
146,23,0,West Ham United,2,manuel-lanzini,135853,8,522,261,Manuel Lanzini,Attacking Midfield,£7.65m,out
147,29,2,West Ham United,3,emmanuel-emenike,120630,8,574,191,Emmanuel Emenike,Centre Forward,£8.50m,out
148,28,2,West Ham United,0,alex-song,27394,7,552,0,Alex Song,Defensive Midfield,£8.50m,out
149,24,2,Liverpool FC,4,sadio-mane,200512,9,808,202,Sadio Mané,Left Wing,£17.00m,in
150,25,2,Liverpool FC,0,georginio-wijnaldum,49499,9,634,0,Georginio Wijnaldum,Attacking Midfield,£17.00m,in
151,23,1,Liverpool FC,5,loris-karius,85864,5,,450,Loris Karius,Keeper,£5.95m,in
152,30,0,Liverpool FC,0,ragnar-klavan,26669,4,270,0,Ragnar Klavan,Centre Back,£2.98m,in
153,39,0,Liverpool FC,0,alexander-manninger,5278,0,,0,Alexander Manninger,Keeper,£170k,in
154,24,0,Liverpool FC,1,joel-matip,82105,8,720,720,Joel Matip,Centre Back,£15.30m,in
155,29,5,Liverpool FC,16,adam-bogdan,55247,15,,1.350,Ádám Bogdán,Keeper,£1.28m,in
156,23,4,Liverpool FC,17,danny-ward,203026,15,,1.350,Danny Ward,Keeper,£1.28m,in
157,24,0,Liverpool FC,0,jon-flanagan,145922,2,53,0,Jon Flanagan,Right-Back,£3.40m,in
158,25,0,Liverpool FC,6,mario-balotelli,45146,5,420,70,Mario Balotelli,Centre Forward,£5.95m,in
159,20,0,Liverpool FC,0,marko-grujic,222813,2,29,0,Marko Grujic,Central Midfield,£4.25m,in
160,23,0,Liverpool FC,0,luis-alberto,128220,2,27,0,Luis Alberto,Attacking Midfield,£3.40m,in
161,22,3,Liverpool FC,36,samed-yesil,95295,41,2.634,73,Samed Yesil,Centre Forward,£638k,in
162,22,0,Liverpool FC,1,lazar-markovic,144303,4,141,141,Lazar Markovic,Right Wing,£12.75m,in
163,25,0,Liverpool FC,3,christian-benteke,50201,8,714,238,Christian Benteke,Centre Forward,£22.95m,out
164,20,0,Liverpool FC,0,jordon-ibe,195652,10,629,0,Jordon Ibe,Right Wing,£5.95m,out
165,26,0,Liverpool FC,4,joe-allen,51452,9,713,178,Joe Allen,Central Midfield,£6.80m,out
166,31,0,Liverpool FC,1,martin-skrtel,24180,9,810,810,Martin Skrtel,Centre Back,£8.50m,out
167,23,0,Liverpool FC,0,luis-alberto,128220,2,27,0,Luis Alberto,Attacking Midfield,£3.40m,out
168,22,0,Liverpool FC,0,brad-smith,175745,2,210,0,Brad Smith,Left-Back,£85k,out
169,35,0,Liverpool FC,0,kolo-toure,3202,5,366,0,Kolo Touré,Centre Back,£1.70m,out
170,26,0,Liverpool FC,6,mario-balotelli,45146,5,420,70,Mario Balotelli,Centre Forward,£5.10m,out
171,23,0,Liverpool FC,0,joao-teixeira,132214,0,0,0,João Teixeira,Attacking Midfield,£850k,out
172,23,4,Liverpool FC,17,danny-ward,203026,15,,1.350,Danny Ward,Keeper,£1.28m,out
173,28,5,Liverpool FC,16,adam-bogdan,55247,15,,1.350,Ádám Bogdán,Keeper,£1.70m,out
174,23,0,Liverpool FC,0,jon-flanagan,145922,2,53,0,Jon Flanagan,Right-Back,£4.25m,out
175,23,0,Liverpool FC,0,andre-wisdom,128912,2,120,0,Andre Wisdom,Right-Back,£2.55m,out
176,22,0,Liverpool FC,1,lazar-markovic,144303,4,141,141,Lazar Markovic,Right Wing,£11.90m,out
177,22,3,Liverpool FC,36,samed-yesil,95295,41,2.634,73,Samed Yesil,Centre Forward,£638k,out
178,26,0,Stoke City,4,joe-allen,51452,9,713,178,Joe Allen,Central Midfield,£6.80m,in
179,19,0,Stoke City,0,ramadan-sobhi,312017,2,14,0,Ramadan Sobhi,Left Wing,£1.28m,in
180,27,0,Stoke City,0,wilfried-bony,81808,6,466,0,Wilfried Bony,Centre Forward,£18.70m,in
181,19,0,Stoke City,0,ryan-sweeney,347666,5,414,0,Ryan Sweeney,Centre Back,-,in
182,33,2,Stoke City,2,lee-grant,13460,4,,360,Lee Grant,Keeper,£425k,in
183,24,0,Stoke City,0,bruno-martins-indi,112052,6,540,0,Bruno Martins Indi,Centre Back,£8.50m,in
184,33,0,Stoke City,0,steve-sidwell,13427,12,818,0,Steve Sidwell,Central Midfield,£850k,in
185,28,0,Stoke City,1,marc-wilson,30456,2,135,135,Marc Wilson,Centre Back,£2.55m,out
186,27,0,Stoke City,0,philipp-wollscheid,53173,3,270,0,Philipp Wollscheid,Centre Back,£6.38m,out
187,33,0,Stoke City,0,steve-sidwell,13427,12,818,0,Steve Sidwell,Central Midfield,£850k,out
188,26,0,Stoke City,0,joselu,81999,1,24,0,Joselu,Centre Forward,£5.10m,out
189,28,0,Stoke City,0,wilfried-bony,81808,6,466,0,Wilfried Bony,Centre Forward,£17.00m,out
190,34,0,Stoke City,0,peter-odemwingie,12516,1,10,0,Peter Odemwingie,Right Wing,£1.28m,out
191,22,1,Chelsea FC,1,michy-batshuayi,179184,7,65,65,Michy Batshuayi,Centre Forward,£12.75m,in
192,29,0,Chelsea FC,0,david-luiz,46741,6,540,0,David Luiz,Centre Back,£23.80m,in
193,25,0,Chelsea FC,1,ngolo-kante,225083,10,900,900,N'Golo Kanté,Defensive Midfield,£17.00m,in
194,25,1,Chelsea FC,0,marcos-alonso,112515,5,395,0,Marcos Alonso,Left-Back,£7.65m,in
195,33,2,Chelsea FC,2,eduardo,34159,4,,390,Eduardo,Keeper,£1.28m,in
196,24,0,Chelsea FC,1,tomas-kalas,148657,9,801,801,Tomás Kalas,Centre Back,£2.55m,in
197,25,0,Chelsea FC,1,christian-atsu,186997,8,217,217,Christian Atsu,Right Wing,£2.55m,in
198,19,0,Chelsea FC,0,ola-aina,236490,2,144,0,Ola Aina,Right-Back,-,in
199,22,0,Chelsea FC,0,nathan-ake,177476,2,13,0,Nathan Aké,Centre Back,£4.25m,in
200,21,0,Chelsea FC,0,kenedy,281404,1,15,0,Kenedy,Left-Back,£6.80m,in
201,23,0,Chelsea FC,0,patrick-bamford,183334,4,31,0,Patrick Bamford,Centre Forward,£4.25m,in
202,21,0,Chelsea FC,0,mario-pasalic,205938,1,28,0,Mario Pasalic,Central Midfield,£4.25m,in
203,22,0,Chelsea FC,0,kenneth-omeruo,131708,6,540,0,Kenneth Omeruo,Centre Back,£1.53m,in
204,24,5,Chelsea FC,5,mohamed-salah,148455,11,925,185,Mohamed Salah,Right Wing,£19.55m,in
205,28,2,Chelsea FC,0,juan-cuadrado,91970,6,438,0,Juan Cuadrado,Right Wing,£21.25m,in
206,27,0,Chelsea FC,0,papy-djilobodji,136610,7,588,0,Papy Djilobodji,Centre Back,£2.98m,in
207,20,0,Chelsea FC,2,stipe-perica,245072,7,285,143,Stipe Perica,Centre Forward,£850k,in
208,22,3,Chelsea FC,17,jamal-blackman,128898,12,,1.080,Jamal Blackman,Keeper,£213k,in
209,19,0,Chelsea FC,0,victorien-angban,178314,4,260,0,Victorien Angban,Defensive Midfield,£850k,in
210,22,0,Chelsea FC,0,todd-kane,154287,4,260,0,Todd Kane,Right-Back,£1.06m,in
211,27,0,Chelsea FC,0,marko-marin,35251,2,141,0,Marko Marin,Attacking Midfield,£2.98m,in
212,21,1,Chelsea FC,0,nathaniel-chalobah,128900,3,42,0,Nathaniel Chalobah,Defensive Midfield,£2.98m,in
213,23,1,Chelsea FC,0,marco-van-ginkel,147034,3,42,0,Marco van Ginkel,Central Midfield,£5.95m,in
214,19,0,Chelsea FC,0,danilo-pantic,222830,5,252,0,Danilo Pantic,Attacking Midfield,£638k,in
215,23,1,Chelsea FC,7,matej-delac,60220,6,,540,Matej Delac,Keeper,£850k,in
216,21,0,Chelsea FC,0,cristian-cuevas,186863,5,450,0,Cristian Cuevas,Left-Back,£1.28m,in
217,19,0,Chelsea FC,1,jeremie-boga,216569,5,311,311,Jeremie Boga,Attacking Midfield,£1.70m,in
218,24,0,Chelsea FC,1,christian-atsu,186997,8,217,217,Christian Atsu,Right Wing,£2.98m,in
219,24,5,Chelsea FC,5,mohamed-salah,148455,11,925,185,Mohamed Salah,Right Wing,£19.55m,out
220,27,0,Chelsea FC,0,papy-djilobodji,136610,7,588,0,Papy Djilobodji,Centre Back,£3.83m,out
221,28,2,Chelsea FC,0,juan-cuadrado,91970,6,438,0,Juan Cuadrado,Right Wing,£21.25m,out
222,20,0,Chelsea FC,2,stipe-perica,245072,7,285,143,Stipe Perica,Centre Forward,£850k,out
223,27,0,Chelsea FC,0,marko-marin,35251,2,141,0,Marko Marin,Attacking Midfield,£2.55m,out
224,20,1,Chelsea FC,2,bertrand-traore,131996,10,759,380,Bertrand Traoré,Centre Forward,£3.40m,out
225,29,1,Chelsea FC,2,loic-remy,45121,10,759,380,Loïc Rémy,Centre Forward,£7.65m,out
226,21,0,Chelsea FC,0,mario-pasalic,205938,1,28,0,Mario Pasalic,Central Midfield,£3.83m,out
227,22,0,Chelsea FC,0,abdul-rahman-baba,224884,8,493,0,Abdul Rahman Baba,Left-Back,£10.20m,out
228,19,0,Chelsea FC,1,jeremie-boga,216569,5,311,311,Jeremie Boga,Attacking Midfield,£1.70m,out
229,21,0,Chelsea FC,0,cristian-cuevas,186863,5,450,0,Cristian Cuevas,Left-Back,£1.02m,out
230,23,1,Chelsea FC,7,matej-delac,60220,6,,540,Matej Delac,Keeper,£850k,out
231,22,0,Chelsea FC,2,lucas-piazon,176485,6,509,255,Lucas Piazón,Left Wing,£2.13m,out
232,22,3,Chelsea FC,17,jamal-blackman,128898,12,,1.080,Jamal Blackman,Keeper,£213k,out
233,22,0,Chelsea FC,0,patrick-bamford,183334,4,31,0,Patrick Bamford,Centre Forward,£4.25m,out
234,21,0,Chelsea FC,0,nathan-ake,177476,2,13,0,Nathan Aké,Centre Back,£3.83m,out
235,22,0,Chelsea FC,0,kenneth-omeruo,131708,6,540,0,Kenneth Omeruo,Centre Back,£1.96m,out
236,19,0,Chelsea FC,0,victorien-angban,178314,4,260,0,Victorien Angban,Defensive Midfield,£850k,out
237,21,1,Chelsea FC,0,matt-miazga,245893,5,300,0,Matt Miazga,Centre Back,£2.13m,out
238,24,0,Chelsea FC,1,michael-hector,157490,4,215,215,Michael Hector,Centre Back,£3.40m,out
239,20,0,Chelsea FC,0,kenedy,281404,1,15,0,Kenedy,Left-Back,£6.80m,out
240,23,0,Chelsea FC,1,tomas-kalas,148657,9,801,801,Tomás Kalas,Centre Back,£2.55m,out
241,20,0,Chelsea FC,0,islam-feruz,130427,3,43,0,Islam Feruz,Centre Forward,£340k,out
242,24,0,Chelsea FC,1,christian-atsu,186997,8,217,217,Christian Atsu,Right Wing,£2.55m,out
243,19,0,Chelsea FC,0,danilo-pantic,222830,5,252,0,Danilo Pantic,Attacking Midfield,£638k,out
244,34,67,Chelsea FC,343,marco-amelia,16810,236,,20.954,Marco Amelia,Keeper,£213k,out
245,26,0,Chelsea FC,1,alexandre-pato,37579,6,288,288,Alexandre Pato,Centre Forward,£9.35m,out
246,30,0,Chelsea FC,2,falcao,39152,5,238,119,Falcao,Centre Forward,£19.55m,out
247,27,4,Everton FC,1,yannick-bolasie,75471,10,744,744,Yannick Bolasie,Left Wing,£11.90m,in
248,31,0,Everton FC,0,ashley-williams,67355,9,729,0,Ashley Williams,Centre Back,£6.80m,in
249,26,1,Everton FC,0,idrissa-gueye,126665,10,884,0,Idrissa Gueye,Central Midfield,£7.65m,in
250,19,1,Everton FC,1,dominic-calvert-lewin,306024,4,344,344,Dominic Calvert-Lewin,Secondary Striker,£85k,in
